date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:26	5284/5284	---M--	200	added ('OK')	image/png	etag:%2214a4-66eed4e3-952eca8fde8ace0c;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/comment-2.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/comment-2.png	(from https://wpriverthemes.com/HTML/agznko/news-details.html)
22:04:26	16772/16772	---M--	200	added ('OK')	image/jpeg	etag:%224184-66eed4e3-9266c3a86baf1293;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/pp3.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/pp3.jpg	(from https://wpriverthemes.com/HTML/agznko/news-details.html)
22:04:26	20625/20625	---M--	200	added ('OK')	image/jpeg	etag:%225091-66eed4e3-bf4a8b4f0061e345;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/pp4.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/pp4.jpg	(from https://wpriverthemes.com/HTML/agznko/news-details.html)
22:04:27	23742/23742	---M--	200	added ('OK')	image/jpeg	etag:%225cbe-66eed4e3-ce0e86bf53bdfd74;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/pp5.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/pp5.jpg	(from https://wpriverthemes.com/HTML/agznko/news-details.html)
22:04:28	211986/211986	---M--	200	added ('OK')	image/jpeg	etag:%2233c12-66eed4e3-9c18a3988efd6273;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/09.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/09.jpg	(from https://wpriverthemes.com/HTML/agznko/news-grid.html)
22:04:29	118278/118278	---M--	200	added ('OK')	image/jpeg	etag:%221ce06-66eed4e3-e361edc2d019817c;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/12.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/12.jpg	(from https://wpriverthemes.com/HTML/agznko/news.html)
22:04:29	178032/178032	---M--	200	added ('OK')	image/jpeg	etag:%222b770-66eed4e3-6acd533b44345e5;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/10.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/10.jpg	(from https://wpriverthemes.com/HTML/agznko/news-grid.html)
22:04:30	185051/185051	---M--	200	added ('OK')	image/jpeg	etag:%222d2db-66eed4e3-d351f6817cbeacb8;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/11.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/11.jpg	(from https://wpriverthemes.com/HTML/agznko/news-grid.html)
22:04:30	94803/94803	---M--	200	added ('OK')	image/jpeg	etag:%2217253-66eed4e3-ed42fd9340684450;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/13.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/13.jpg	(from https://wpriverthemes.com/HTML/agznko/news.html)
22:04:31	87166/87166	---M--	200	added ('OK')	image/jpeg	etag:%221547e-66eed4e3-332e9932a5419935;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/15.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/15.jpg	(from https://wpriverthemes.com/HTML/agznko/news.html)
22:04:31	740146/740146	---M--	200	added ('OK')	image/jpeg	etag:%22b4b32-66eed4e3-bdad07170959632d;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/project/details-1.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/project/details-1.jpg	(from https://wpriverthemes.com/HTML/agznko/project-details.html)
22:04:31	101882/101882	---M--	200	added ('OK')	image/jpeg	etag:%2218dfa-66eed4e3-d7205bce8dda0236;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/16.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/16.jpg	(from https://wpriverthemes.com/HTML/agznko/news.html)
22:04:31	120138/120138	---M--	200	added ('OK')	image/jpeg	etag:%221d54a-66eed4e3-c7e53235abf4134a;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/14.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/14.jpg	(from https://wpriverthemes.com/HTML/agznko/news.html)
22:04:33	74548/74548	---M--	200	added ('OK')	image/jpeg	etag:%2212334-66eed4e3-d45a37b5c7044865;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/12.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/12.jpg	(from https://wpriverthemes.com/HTML/agznko/team-2.html)
22:04:33	50629/50629	---M--	200	added ('OK')	image/jpeg	etag:%22c5c5-66eed4e3-e2c5e8a50452707a;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/13.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/13.jpg	(from https://wpriverthemes.com/HTML/agznko/team-2.html)
22:04:33	52002/52002	---M--	200	added ('OK')	image/jpeg	etag:%22cb22-66eed4e3-dcb819d96fcf7c68;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/14.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/14.jpg	(from https://wpriverthemes.com/HTML/agznko/team-2.html)
22:04:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202024%2021:05:01%20GMT	https://wpriverthemes.com/HTML/agznko/${l}	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/${l}.a9.delayed	(from https://wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js)
22:04:45	176407/176407	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Oct%202024%2021:05:02%20GMT	https://wpriverthemes.com/HTML/agznko/l	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/l	(from https://wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js)
22:04:47	176407/176407	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Oct%202024%2021:05:04%20GMT	https://wpriverthemes.com/HTML/agznko/e	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/e	(from https://wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js)
22:04:48	176407/176407	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Oct%202024%2021:05:05%20GMT	https://wpriverthemes.com/HTML/agznko/t.params.url	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/t.params.url	(from https://wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js)
22:04:50	179552/179552	---M--	200	added ('OK')	image/jpeg	etag:%222bd60-66eed4e3-29832f9141cd45dd;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/details-1.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/details-1.jpg	(from https://wpriverthemes.com/HTML/agznko/team-details.html)
